Trip_ID,City,Country,Region,Latitude,Longitude,Currency,Travel_Date,Duration_Days,No_of_Travelers,Budget_Per_Person_USD,Total_Budget_USD,Travel_Type,Airline,Accommodation_Type,Season,Transport_Mode,Visa_Type,Rating,Trip_Purpose,Distance_KM
TRIP-000681,Taipei,Taiwan,Asia,25.033,121.5654,TWD,20-09-2018,27,7,6127.52,42892.64,Budget,Korean Air,Guest House,Winter,Walking Tour,E-Visa,2.5,Sightseeing,7935.3
TRIP-000682,Salzburg,Austria,Europe,47.8095,13.055,EUR,09-01-2019,10,8,3598.46,28787.68,Adventure,Turkish Airlines,Hostel,Summer,Bicycle,Visa Free,3,Wildlife Safari,5927.2
TRIP-000683,Vancouver,Canada,North America,49.2827,-123.1207,CAD,22-01-2020,23,10,1136.23,11362.3,Adventure,Air France,Camping,Autumn,Train,Transit Visa,1,Food Tour,3671.5
TRIP-000684,Yangon,Myanmar,Asia,16.8661,96.1951,MMK,12-08-2022,25,9,1388.06,12492.54,Leisure,Cathay Pacific,Resort,Winter,Walking Tour,Business Visa,3.5,Cultural,1240.4
TRIP-000685,Hong Kong,China,Asia,22.3193,114.1694,HKD,04-09-2023,2,8,461.84,3694.72,Group Tour,Thai Airways,Hostel,Winter,Flight,Tourist Visa,4.5,Cultural,5779.2
TRIP-000686,Cape Town,South Africa,Africa,-33.9249,18.4241,ZAR,14-07-2019,11,8,4950.64,39605.12,Honeymoon,Air India,Guest House,Summer,Walking Tour,On Arrival,1.5,Hiking,1330
TRIP-000687,Lisbon,Portugal,Europe,38.7223,-9.1393,EUR,15-03-2018,20,2,1936.92,3873.84,Group Tour,Singapore Airlines,4-Star Hotel,Spring,Cruise,Business Visa,1.5,Skiing,8066.3
TRIP-000688,Mexico City,Mexico,North America,19.4326,-99.1332,MXN,30-12-2019,7,1,8948.34,8948.34,Business,Thai Airways,Camping,Spring,Bicycle,Transit Visa,5,Cultural,3320.9
TRIP-000689,Kyoto,Japan,Asia,35.0116,135.7681,JPY,03-08-2018,20,1,676.91,676.91,Honeymoon,British Airways,Hostel,Summer,Train,Tourist Visa,4,Wildlife Safari,11530
TRIP-000690,London,UK,Europe,51.5074,-0.1278,GBP,01-03-2018,11,4,6863.6,27454.4,Leisure,IndiGo,3-Star Hotel,Summer,Flight,Visa Free,1.5,Diving,3386.5
TRIP-000691,Cairo,Egypt,Africa,30.0444,31.2357,EGP,01-09-2021,11,9,6342.51,57082.59,Group Tour,Turkish Airlines,4-Star Hotel,Summer,Car Rental,Tourist Visa,2.5,Shopping,14021.5
TRIP-000692,Marrakech,Morocco,Africa,31.6295,-7.9811,MAD,13-12-2019,1,7,6609.13,46263.91,Backpacking,Lufthansa,4-Star Hotel,Autumn,Motorbike,Tourist Visa,1,Beach,5898.9
TRIP-000693,Kuala Lumpur,Malaysia,Asia,3.139,101.6869,MYR,11-08-2022,10,10,5095.85,50958.5,Budget,Singapore Airlines,Airbnb,Spring,Motorbike,Transit Visa,1.5,Wildlife Safari,10716.7
TRIP-000694,Chicago,USA,North America,41.8781,-87.6298,USD,29-06-2019,11,3,6426.46,19279.38,Backpacking,Qatar Airways,Resort,Spring,Walking Tour,Visa Free,3.5,Diving,14672.5
TRIP-000695,Dakar,Senegal,Africa,14.7167,-17.4677,XOF,10-08-2020,17,10,7105.37,71053.7,Budget,IndiGo,4-Star Hotel,Autumn,Car Rental,Transit Visa,1,Wildlife Safari,3565.8
TRIP-000696,Dubrovnik,Croatia,Europe,42.6507,18.0944,EUR,24-09-2020,20,2,787.25,1574.5,Honeymoon,Singapore Airlines,Boutique Hotel,Summer,Flight,Business Visa,3.5,Photography,7531
TRIP-000697,Kyoto,Japan,Asia,35.0116,135.7681,JPY,08-09-2021,5,5,3311.88,16559.4,Group Tour,United,Airbnb,Spring,Car Rental,Transit Visa,1,Shopping,7861
TRIP-000698,Colombo,Sri Lanka,Asia,6.9271,79.8612,LKR,19-09-2020,7,9,729.93,6569.37,Honeymoon,Delta,Boutique Hotel,Autumn,Bus,Visa Free,2.5,Sightseeing,12041.6
TRIP-000699,Amsterdam,Netherlands,Europe,52.3676,4.9041,EUR,07-07-2023,3,4,710.65,2842.6,Adventure,Qatar Airways,3-Star Hotel,Summer,Car Rental,E-Visa,2,Beach,14080.3
TRIP-000700,Chiang Mai,Thailand,Asia,18.7883,98.9853,THB,29-03-2023,10,3,7272.4,21817.2,Budget,Lufthansa,Airbnb,Autumn,Walking Tour,Transit Visa,2.5,Food Tour,6417.8
TRIP-000701,Zurich,Switzerland,Europe,47.3769,8.5417,CHF,25-05-2023,3,6,4102.8,24616.8,Group Tour,Cathay Pacific,Homestay,Winter,Bus,Visa Free,2,Sightseeing,7113.6
TRIP-000702,Split,Croatia,Europe,43.5081,16.4402,EUR,12-04-2022,14,2,7636.81,15273.62,Adventure,Cathay Pacific,3-Star Hotel,Autumn,Bicycle,Visa Free,3,Cultural,8968.2
TRIP-000703,Manila,Philippines,Asia,14.5995,120.9842,PHP,06-03-2021,13,9,6139.05,55251.45,Backpacking,Lufthansa,3-Star Hotel,Summer,Flight,Tourist Visa,1.5,Diving,5065.2
TRIP-000704,Quito,Ecuador,South America,-0.1807,-78.4678,USD,13-03-2022,16,7,9271.77,64902.39,Solo,Turkish Airlines,Guest House,Autumn,Train,Visa Free,4,Sightseeing,14560.3
TRIP-000705,Los Angeles,USA,North America,34.0522,-118.2437,USD,26-04-2022,30,10,1791.15,17911.5,Solo,Cathay Pacific,Guest House,Autumn,Flight,Transit Visa,4,Wildlife Safari,14360.7
TRIP-000706,Chiang Mai,Thailand,Asia,18.7883,98.9853,THB,07-10-2020,8,8,538.17,4305.36,Business,Air India,3-Star Hotel,Autumn,Walking Tour,Transit Visa,3.5,Hiking,9501.2
TRIP-000707,Florence,Italy,Europe,43.7696,11.2558,EUR,10-10-2020,20,10,9527.43,95274.3,Leisure,United,Boutique Hotel,Winter,Train,E-Visa,2,Food Tour,283.8
TRIP-000708,Chiang Mai,Thailand,Asia,18.7883,98.9853,THB,11-11-2019,27,7,2678.14,18746.98,Luxury,United,Boutique Hotel,Autumn,Bicycle,Transit Visa,3,Beach,7559.6
TRIP-000709,Cairo,Egypt,Africa,30.0444,31.2357,EGP,03-06-2024,25,6,8179.43,49076.58,Group Tour,Air India,Airbnb,Spring,Bus,Visa Free,3,Sightseeing,11256.1
TRIP-000710,Mumbai,India,Asia,19.076,72.8777,INR,14-10-2018,25,7,5344.63,37412.41,Adventure,Singapore Airlines,Resort,Summer,Bus,Business Visa,3,Skiing,11022.3
TRIP-000711,Seoul,South Korea,Asia,37.5665,126.978,KRW,21-08-2023,4,8,5757.5,46060,Business,Air India,3-Star Hotel,Summer,Cruise,Visa Free,2.5,Skiing,2866
TRIP-000712,Addis Ababa,Ethiopia,Africa,9.032,38.7469,ETB,24-03-2019,28,3,982.14,2946.42,Family,Qatar Airways,Resort,Spring,Car Rental,Visa Free,1.5,Skiing,5728.2
TRIP-000713,Chicago,USA,North America,41.8781,-87.6298,USD,17-02-2019,1,1,2807.59,2807.59,Business,Qatar Airways,Hostel,Spring,Bicycle,E-Visa,1,Diving,10013.3
TRIP-000714,Split,Croatia,Europe,43.5081,16.4402,EUR,24-12-2020,30,8,4837.67,38701.36,Solo,British Airways,Resort,Autumn,Car Rental,On Arrival,3.5,Wildlife Safari,9105.1
TRIP-000715,Lima,Peru,South America,-12.0464,-77.0428,PEN,06-11-2024,2,6,8756.16,52536.96,Group Tour,Air India,3-Star Hotel,Spring,Train,E-Visa,1.5,Cultural,146
TRIP-000716,Las Vegas,USA,North America,36.1699,-115.1398,USD,15-10-2020,12,8,6259.85,50078.8,Honeymoon,Emirates,Resort,Spring,Motorbike,Tourist Visa,4.5,Shopping,7772.2
TRIP-000717,Chicago,USA,North America,41.8781,-87.6298,USD,25-12-2022,8,10,4948.45,49484.5,Backpacking,United,4-Star Hotel,Winter,Cruise,E-Visa,1.5,Food Tour,5290.2
TRIP-000718,Cartagena,Colombia,South America,10.391,-75.4794,COP,10-08-2019,28,9,8787.09,79083.81,Backpacking,IndiGo,4-Star Hotel,Autumn,Walking Tour,Business Visa,5,Skiing,573
TRIP-000719,Cape Town,South Africa,Africa,-33.9249,18.4241,ZAR,29-05-2023,22,9,2560.84,23047.56,Leisure,Qatar Airways,Boutique Hotel,Spring,Bus,On Arrival,2.5,Wildlife Safari,2639.5
TRIP-000720,Tallinn,Estonia,Europe,59.437,24.7536,EUR,22-02-2021,8,5,6726.14,33630.7,Luxury,United,Guest House,Spring,Motorbike,Business Visa,1.5,Photography,10015.6
TRIP-000721,Tallinn,Estonia,Europe,59.437,24.7536,EUR,26-09-2024,3,6,3894.7,23368.2,Luxury,Thai Airways,Boutique Hotel,Summer,Car Rental,On Arrival,4,Beach,9843.4
TRIP-000722,Oslo,Norway,Europe,59.9139,10.7522,NOK,26-12-2018,4,2,3534.33,7068.66,Leisure,Delta,Resort,Summer,Motorbike,Visa Free,2.5,Photography,11194.8
TRIP-000723,Salzburg,Austria,Europe,47.8095,13.055,EUR,07-01-2018,10,1,5982.59,5982.59,Group Tour,British Airways,Resort,Summer,Car Rental,Tourist Visa,2.5,Wildlife Safari,12722.1
TRIP-000724,Tokyo,Japan,Asia,35.6762,139.6503,JPY,14-01-2024,28,8,3296.08,26368.64,Backpacking,United,Guest House,Summer,Cruise,Business Visa,3,Sightseeing,12574.5
TRIP-000725,Accra,Ghana,Africa,5.6037,-0.187,GHS,04-08-2021,10,9,9905.28,89147.52,Budget,ANA,Hostel,Winter,Cruise,Transit Visa,1.5,Wildlife Safari,4174.4
TRIP-000726,Barcelona,Spain,Europe,41.3851,2.1734,EUR,26-09-2021,5,4,8511.09,34044.36,Business,Korean Air,3-Star Hotel,Winter,Bicycle,On Arrival,2.5,Hiking,10536.1
TRIP-000727,New York,USA,North America,40.7128,-74.006,USD,23-02-2024,13,6,4339.89,26039.34,Group Tour,Turkish Airlines,4-Star Hotel,Autumn,Cruise,Transit Visa,4.5,Food Tour,14855.7
TRIP-000728,Las Vegas,USA,North America,36.1699,-115.1398,USD,23-02-2024,13,2,1482.83,2965.66,Family,ANA,3-Star Hotel,Summer,Walking Tour,Transit Visa,1,Skiing,12762.2
TRIP-000729,Oslo,Norway,Europe,59.9139,10.7522,NOK,17-08-2019,7,4,8082.71,32330.84,Business,British Airways,Homestay,Spring,Bus,Visa Free,2.5,Wildlife Safari,11056.3
TRIP-000730,Chicago,USA,North America,41.8781,-87.6298,USD,21-11-2019,30,1,1141.27,1141.27,Business,Qatar Airways,Camping,Autumn,Bicycle,Business Visa,4.5,Wildlife Safari,2776.5
TRIP-000731,Venice,Italy,Europe,45.4408,12.3155,EUR,20-05-2018,4,4,4087.12,16348.48,Adventure,United,Boutique Hotel,Spring,Walking Tour,Transit Visa,3,Wildlife Safari,10351
TRIP-000732,Copenhagen,Denmark,Europe,55.6761,12.5683,DKK,29-12-2022,12,1,1376,1376,Luxury,Lufthansa,5-Star Hotel,Winter,Cruise,Transit Visa,1.5,Beach,1918.6
TRIP-000733,Ulaanbaatar,Mongolia,Asia,47.8864,106.9057,MNT,12-01-2020,13,8,9999.55,79996.4,Adventure,Qatar Airways,Resort,Spring,Bus,Visa Free,4,Sightseeing,4545.6
TRIP-000734,Santiago,Chile,South America,-33.4489,-70.6693,CLP,27-03-2024,27,9,7878.05,70902.45,Luxury,Thai Airways,Homestay,Spring,Car Rental,Transit Visa,5,Beach,7379.6
TRIP-000735,Seoul,South Korea,Asia,37.5665,126.978,KRW,19-09-2024,23,3,252.18,756.54,Leisure,Emirates,3-Star Hotel,Summer,Bus,Tourist Visa,4.5,Diving,12027.6
TRIP-000736,Florence,Italy,Europe,43.7696,11.2558,EUR,24-05-2018,3,2,5160.25,10320.5,Adventure,Turkish Airlines,5-Star Hotel,Summer,Cruise,Tourist Visa,3.5,Diving,14497.5
TRIP-000737,Oslo,Norway,Europe,59.9139,10.7522,NOK,28-12-2023,15,3,5855.3,17565.9,Solo,Delta,Camping,Summer,Train,Transit Visa,3.5,Sightseeing,7887.7
TRIP-000738,Santorini,Greece,Europe,36.3932,25.4615,EUR,31-05-2018,7,3,3137.15,9411.45,Budget,Cathay Pacific,Hostel,Autumn,Cruise,Business Visa,2.5,Photography,14365.6
TRIP-000739,Chiang Mai,Thailand,Asia,18.7883,98.9853,THB,01-11-2018,18,5,2754.61,13773.05,Leisure,Air France,Boutique Hotel,Summer,Car Rental,Tourist Visa,2,Cultural,6060.9
TRIP-000740,Dakar,Senegal,Africa,14.7167,-17.4677,XOF,29-02-2020,23,6,5723.69,34342.14,Group Tour,Thai Airways,3-Star Hotel,Autumn,Bicycle,Visa Free,5,Sightseeing,9113.7
TRIP-000741,Lagos,Nigeria,Africa,6.5244,3.3792,NGN,10-10-2020,3,5,1421.29,7106.45,Group Tour,Qatar Airways,Resort,Spring,Motorbike,On Arrival,1.5,Cultural,10291.3
TRIP-000742,Vienna,Austria,Europe,48.2082,16.3738,EUR,13-07-2020,9,1,1159.88,1159.88,Leisure,IndiGo,4-Star Hotel,Summer,Cruise,E-Visa,2.5,Skiing,5741.6
TRIP-000743,Mumbai,India,Asia,19.076,72.8777,INR,07-12-2023,12,10,8680.9,86809,Leisure,Korean Air,5-Star Hotel,Summer,Motorbike,Visa Free,5,Hiking,4138.7
TRIP-000744,Kathmandu,Nepal,Asia,27.7172,85.324,NPR,18-12-2023,18,10,8843.81,88438.1,Adventure,Air France,5-Star Hotel,Summer,Bus,Business Visa,4,Wildlife Safari,7205.2
TRIP-000745,Tel Aviv,Israel,Middle East,32.0853,34.7818,ILS,31-12-2020,2,6,7133.52,42801.12,Group Tour,Air India,Guest House,Summer,Walking Tour,On Arrival,2.5,Skiing,10205.4
TRIP-000746,Karachi,Pakistan,Asia,24.8607,67.0011,PKR,20-03-2021,9,7,5301.83,37112.81,Leisure,Air France,Boutique Hotel,Autumn,Train,Transit Visa,2.5,Beach,4647.3
TRIP-000747,Singapore,Singapore,Asia,1.3521,103.8198,SGD,10-09-2020,3,3,5838.1,17514.3,Luxury,Korean Air,Guest House,Spring,Bicycle,Transit Visa,1.5,Diving,11176.8
TRIP-000748,Quito,Ecuador,South America,-0.1807,-78.4678,USD,13-07-2019,16,8,5247.11,41976.88,Group Tour,Emirates,Homestay,Summer,Flight,Transit Visa,5,Wildlife Safari,10498.4
TRIP-000749,Las Vegas,USA,North America,36.1699,-115.1398,USD,29-12-2023,24,6,2593.42,15560.52,Business,Delta,Guest House,Summer,Car Rental,Business Visa,5,Beach,10292.8
TRIP-000750,Buenos Aires,Argentina,South America,-34.6037,-58.3816,ARS,01-07-2019,17,6,9534.34,57206.04,Adventure,British Airways,4-Star Hotel,Autumn,Car Rental,E-Visa,4,Beach,7483.1
TRIP-000751,Oslo,Norway,Europe,59.9139,10.7522,NOK,10-05-2021,16,5,2794.56,13972.8,Budget,Turkish Airlines,Hostel,Autumn,Flight,Visa Free,1,Photography,11096.6
TRIP-000752,Phnom Penh,Cambodia,Asia,11.5564,104.9282,KHR,24-08-2018,12,1,6232.2,6232.2,Leisure,Emirates,Resort,Summer,Bicycle,On Arrival,3.5,Sightseeing,4545.4
TRIP-000753,Mumbai,India,Asia,19.076,72.8777,INR,31-10-2022,16,4,1030.49,4121.96,Group Tour,Qatar Airways,Guest House,Spring,Bus,Transit Visa,5,Cultural,13487.8
TRIP-000754,Bali,Indonesia,Asia,-8.3405,115.092,IDR,12-04-2023,13,6,3132.99,18797.94,Luxury,IndiGo,Airbnb,Spring,Walking Tour,Transit Visa,4,Skiing,13393.7
TRIP-000755,Budapest,Hungary,Europe,47.4979,19.0402,HUF,27-07-2019,12,7,256.94,1798.58,Family,Emirates,3-Star Hotel,Winter,Bicycle,Transit Visa,2.5,Shopping,1748.9
TRIP-000756,Dubai,UAE,Middle East,25.2048,55.2708,AED,19-10-2019,22,4,9494.08,37976.32,Backpacking,Cathay Pacific,Guest House,Summer,Motorbike,Visa Free,3,Diving,1870
TRIP-000757,Cusco,Peru,South America,-13.5319,-71.9675,PEN,12-05-2022,5,2,9585.25,19170.5,Solo,Cathay Pacific,5-Star Hotel,Summer,Flight,Transit Visa,1,Shopping,1979.2
TRIP-000758,Chiang Mai,Thailand,Asia,18.7883,98.9853,THB,11-09-2024,24,1,4456.42,4456.42,Leisure,IndiGo,Boutique Hotel,Summer,Bus,Transit Visa,3,Diving,4305.1
TRIP-000759,Seoul,South Korea,Asia,37.5665,126.978,KRW,18-10-2020,9,2,8668.83,17337.66,Group Tour,Lufthansa,Guest House,Spring,Bus,Business Visa,2.5,Photography,10028.3
TRIP-000760,Addis Ababa,Ethiopia,Africa,9.032,38.7469,ETB,02-09-2019,8,2,1496.5,2993,Honeymoon,Korean Air,3-Star Hotel,Winter,Flight,E-Visa,1,Food Tour,4180.5
TRIP-000761,Istanbul,Turkey,Europe/Asia,41.0082,28.9784,TRY,28-07-2018,13,7,5344.72,37413.04,Group Tour,ANA,5-Star Hotel,Winter,Flight,On Arrival,2.5,Beach,3404.5
TRIP-000762,Zurich,Switzerland,Europe,47.3769,8.5417,CHF,29-01-2022,9,6,7173.54,43041.24,Business,Singapore Airlines,5-Star Hotel,Spring,Flight,Transit Visa,2.5,Shopping,4865.6
TRIP-000763,Kuala Lumpur,Malaysia,Asia,3.139,101.6869,MYR,14-03-2021,16,5,9103.12,45515.6,Family,ANA,Resort,Autumn,Cruise,Tourist Visa,1.5,Beach,6520.5
TRIP-000764,Montreal,Canada,North America,45.5017,-73.5673,CAD,25-02-2018,22,9,7750.54,69754.86,Solo,Air India,Homestay,Autumn,Car Rental,Transit Visa,2,Cultural,5035.1
TRIP-000765,Hong Kong,China,Asia,22.3193,114.1694,HKD,21-07-2024,13,2,8894.5,17789,Budget,Qatar Airways,5-Star Hotel,Summer,Car Rental,Transit Visa,2,Skiing,9480.4
TRIP-000766,Mumbai,India,Asia,19.076,72.8777,INR,03-11-2018,18,10,3560.4,35604,Honeymoon,Cathay Pacific,3-Star Hotel,Spring,Bus,Business Visa,4.5,Wildlife Safari,14845.7
TRIP-000767,Muscat,Oman,Middle East,23.588,58.3829,OMR,31-10-2020,29,9,9756.24,87806.16,Leisure,Korean Air,Boutique Hotel,Spring,Walking Tour,Visa Free,3.5,Diving,6782.4
TRIP-000768,Karachi,Pakistan,Asia,24.8607,67.0011,PKR,31-03-2018,6,10,2886.66,28866.6,Budget,Emirates,Hostel,Winter,Walking Tour,Transit Visa,2,Diving,4415.9
TRIP-000769,Lahore,Pakistan,Asia,31.5204,74.3587,PKR,04-11-2018,6,8,7557.13,60457.04,Group Tour,Turkish Airlines,Homestay,Autumn,Car Rental,Business Visa,4,Sightseeing,8481.2
TRIP-000770,Budapest,Hungary,Europe,47.4979,19.0402,HUF,31-05-2024,7,10,7027.87,70278.7,Luxury,Air France,Airbnb,Summer,Cruise,Transit Visa,5,Cultural,6886.1
TRIP-000771,Muscat,Oman,Middle East,23.588,58.3829,OMR,03-05-2019,6,4,647,2588,Adventure,Korean Air,Airbnb,Summer,Cruise,Tourist Visa,2.5,Food Tour,4448.5
TRIP-000772,Hong Kong,China,Asia,22.3193,114.1694,HKD,30-12-2023,4,1,6556.73,6556.73,Luxury,Air France,3-Star Hotel,Winter,Cruise,On Arrival,3.5,Sightseeing,4936
TRIP-000773,Addis Ababa,Ethiopia,Africa,9.032,38.7469,ETB,12-02-2018,27,6,2348.94,14093.64,Business,Cathay Pacific,Homestay,Spring,Bicycle,Transit Visa,3,Cultural,2733.4
TRIP-000774,Addis Ababa,Ethiopia,Africa,9.032,38.7469,ETB,11-10-2024,18,4,8205.1,32820.4,Honeymoon,Delta,Boutique Hotel,Summer,Walking Tour,Business Visa,2.5,Wildlife Safari,4931.5
TRIP-000775,Rio de Janeiro,Brazil,South America,-22.9068,-43.1729,BRL,31-08-2019,29,8,1118.17,8945.36,Adventure,Lufthansa,Homestay,Winter,Bus,Transit Visa,2,Cultural,6944.9
TRIP-000776,New York,USA,North America,40.7128,-74.006,USD,24-06-2021,6,3,8211.49,24634.47,Leisure,Turkish Airlines,Hostel,Winter,Bicycle,Tourist Visa,2.5,Diving,1134.9
TRIP-000777,Berlin,Germany,Europe,52.52,13.405,EUR,18-02-2018,20,2,3903.18,7806.36,Business,IndiGo,5-Star Hotel,Summer,Car Rental,Tourist Visa,1,Cultural,1739.5
TRIP-000778,Vienna,Austria,Europe,48.2082,16.3738,EUR,22-09-2024,1,1,9584.65,9584.65,Solo,Thai Airways,4-Star Hotel,Summer,Bus,Visa Free,1.5,Photography,8181.3
TRIP-000779,Kyoto,Japan,Asia,35.0116,135.7681,JPY,31-10-2019,10,6,4893.3,29359.8,Family,United,Camping,Spring,Flight,Tourist Visa,2.5,Beach,932.5
TRIP-000780,Abu Dhabi,UAE,Middle East,24.4539,54.3773,AED,30-04-2021,4,9,8887.28,79985.52,Honeymoon,Emirates,Hostel,Winter,Bicycle,Business Visa,4,Shopping,2213.3
TRIP-000781,Kigali,Rwanda,Africa,-1.9441,30.0619,RWF,20-03-2021,8,7,6930.31,48512.17,Leisure,Lufthansa,4-Star Hotel,Autumn,Motorbike,Tourist Visa,1.5,Photography,7428.1
TRIP-000782,Nairobi,Kenya,Africa,-1.2921,36.8219,KES,30-04-2019,12,2,8976.75,17953.5,Luxury,British Airways,Homestay,Summer,Bicycle,Business Visa,2,Cultural,2753.2
TRIP-000783,Casablanca,Morocco,Africa,33.5731,-7.5898,MAD,21-03-2021,12,2,2856.71,5713.42,Family,IndiGo,4-Star Hotel,Spring,Bus,Transit Visa,4.5,Hiking,9959.8
TRIP-000784,Reykjavik,Iceland,Europe,64.1265,-21.8174,ISK,29-08-2019,13,8,7269.17,58153.36,Leisure,Delta,Boutique Hotel,Autumn,Bus,Tourist Visa,4.5,Shopping,12238.3
TRIP-000785,Toronto,Canada,North America,43.6532,-79.3832,CAD,15-01-2020,25,7,3655.57,25588.99,Group Tour,Delta,Resort,Summer,Car Rental,Visa Free,4.5,Wildlife Safari,6415.1
TRIP-000786,Muscat,Oman,Middle East,23.588,58.3829,OMR,30-07-2023,18,9,5027.49,45247.41,Group Tour,Qatar Airways,Homestay,Winter,Car Rental,Transit Visa,5,Beach,12338.9
TRIP-000787,Santorini,Greece,Europe,36.3932,25.4615,EUR,21-01-2022,1,4,9940.27,39761.08,Backpacking,Singapore Airlines,4-Star Hotel,Spring,Motorbike,On Arrival,1,Hiking,5499.7
TRIP-000788,Oslo,Norway,Europe,59.9139,10.7522,NOK,01-03-2023,5,9,9723.83,87514.47,Honeymoon,Emirates,3-Star Hotel,Spring,Bus,Visa Free,4,Sightseeing,3713.2
TRIP-000789,Las Vegas,USA,North America,36.1699,-115.1398,USD,06-10-2022,12,1,7073.74,7073.74,Budget,Thai Airways,3-Star Hotel,Spring,Bus,On Arrival,1.5,Hiking,7204.7
TRIP-000790,Bangkok,Thailand,Asia,13.7563,100.5018,THB,30-09-2020,3,1,5777.99,5777.99,Adventure,ANA,3-Star Hotel,Autumn,Walking Tour,Visa Free,4,Shopping,2330.8
TRIP-000791,Kyoto,Japan,Asia,35.0116,135.7681,JPY,24-02-2018,10,2,1727.7,3455.4,Adventure,Cathay Pacific,3-Star Hotel,Spring,Bicycle,Visa Free,1,Skiing,9102.2
TRIP-000792,Muscat,Oman,Middle East,23.588,58.3829,OMR,22-11-2020,30,10,5118.35,51183.5,Adventure,Air France,4-Star Hotel,Winter,Bus,Transit Visa,2.5,Food Tour,6412.7
TRIP-000793,Havana,Cuba,North America,23.1136,-82.3666,CUP,10-12-2024,2,4,4044.45,16177.8,Leisure,Thai Airways,Guest House,Winter,Motorbike,Transit Visa,5,Wildlife Safari,9115.7
TRIP-000794,Lima,Peru,South America,-12.0464,-77.0428,PEN,07-11-2019,2,6,6537.14,39222.84,Leisure,Qatar Airways,Resort,Autumn,Flight,Business Visa,2.5,Cultural,4121.8
TRIP-000795,Budapest,Hungary,Europe,47.4979,19.0402,HUF,28-01-2024,4,2,2276.72,4553.44,Family,Lufthansa,Camping,Summer,Flight,Business Visa,1,Cultural,11372.2
TRIP-000796,Bangkok,Thailand,Asia,13.7563,100.5018,THB,24-05-2024,19,1,5724.65,5724.65,Solo,Qatar Airways,Airbnb,Spring,Motorbike,On Arrival,4.5,Wildlife Safari,780.6
TRIP-000797,Karachi,Pakistan,Asia,24.8607,67.0011,PKR,09-03-2020,11,7,7311.74,51182.18,Leisure,British Airways,Boutique Hotel,Spring,Bus,Tourist Visa,2,Photography,10569.6
TRIP-000798,Lima,Peru,South America,-12.0464,-77.0428,PEN,08-05-2023,19,1,3043.17,3043.17,Leisure,Korean Air,4-Star Hotel,Summer,Car Rental,Transit Visa,2,Hiking,10267.4
TRIP-000799,Tallinn,Estonia,Europe,59.437,24.7536,EUR,22-10-2019,17,9,9924.33,89318.97,Solo,ANA,3-Star Hotel,Autumn,Cruise,On Arrival,5,Photography,13960.4
TRIP-000800,Osaka,Japan,Asia,34.6937,135.5023,JPY,13-06-2018,29,7,2543.28,17802.96,Budget,United,Guest House,Spring,Flight,Business Visa,1.5,Cultural,14374.4
TRIP-000801,Muscat,Oman,Middle East,23.588,58.3829,OMR,24-12-2018,16,2,4657.12,9314.24,Adventure,Qatar Airways,Airbnb,Autumn,Motorbike,Tourist Visa,2,Beach,14017.4
TRIP-000802,Athens,Greece,Europe,37.9838,23.7275,EUR,03-03-2023,9,8,9789.14,78313.12,Adventure,Qatar Airways,Homestay,Winter,Flight,On Arrival,4.5,Cultural,9789.4
TRIP-000803,Havana,Cuba,North America,23.1136,-82.3666,CUP,03-08-2022,28,10,9187.97,91879.7,Luxury,Thai Airways,Homestay,Autumn,Motorbike,Tourist Visa,2,Wildlife Safari,6668.3
TRIP-000804,Karachi,Pakistan,Asia,24.8607,67.0011,PKR,18-01-2023,9,1,6282.01,6282.01,Honeymoon,Air India,Camping,Spring,Bus,Tourist Visa,1,Cultural,11141.5
TRIP-000805,Lima,Peru,South America,-12.0464,-77.0428,PEN,11-10-2019,19,7,8567.53,59972.71,Backpacking,United,4-Star Hotel,Autumn,Walking Tour,Visa Free,2.5,Diving,5884.5
TRIP-000806,Jakarta,Indonesia,Asia,-6.2088,106.8456,IDR,23-03-2019,3,3,7371.43,22114.29,Honeymoon,Turkish Airlines,Resort,Spring,Motorbike,On Arrival,4,Photography,11546.4
TRIP-000807,Phnom Penh,Cambodia,Asia,11.5564,104.9282,KHR,20-05-2020,23,8,1320.4,10563.2,Adventure,ANA,3-Star Hotel,Summer,Motorbike,E-Visa,4.5,Sightseeing,670.4
TRIP-000808,Accra,Ghana,Africa,5.6037,-0.187,GHS,07-04-2022,2,6,7937.68,47626.08,Honeymoon,Thai Airways,5-Star Hotel,Winter,Cruise,On Arrival,4.5,Hiking,3280
TRIP-000809,Bangkok,Thailand,Asia,13.7563,100.5018,THB,04-08-2019,3,5,4169.67,20848.35,Backpacking,Thai Airways,Boutique Hotel,Summer,Cruise,Business Visa,3,Sightseeing,13119.3
TRIP-000810,Istanbul,Turkey,Europe/Asia,41.0082,28.9784,TRY,22-10-2022,11,5,1812.43,9062.15,Backpacking,ANA,Camping,Summer,Bicycle,On Arrival,3.5,Photography,14134.9
TRIP-000811,Bogota,Colombia,South America,4.711,-74.0721,COP,10-02-2018,18,10,2145.89,21458.9,Solo,Emirates,3-Star Hotel,Winter,Bus,Visa Free,2,Shopping,4923.6
TRIP-000812,Cape Town,South Africa,Africa,-33.9249,18.4241,ZAR,23-07-2022,9,9,7278.4,65505.6,Adventure,United,Guest House,Spring,Flight,Business Visa,4.5,Food Tour,14155.5
TRIP-000813,Phuket,Thailand,Asia,7.8804,98.3923,THB,15-02-2024,25,3,6089.24,18267.72,Honeymoon,United,Homestay,Spring,Motorbike,On Arrival,2.5,Sightseeing,5286.5
